accession	gtdb_taxonomy	gtdb_domain	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species	plasmid_abundance	plasmid_prevalence
GB_GCA_002495905.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__UBA57 sp002495905	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA57	g__UBA57	s__UBA57 sp002495905	0	0
GB_GCA_002693165.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__UBA57 sp002693165	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA57	g__UBA57	s__UBA57 sp002693165	0	0
GB_GCA_002713205.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__UBA57 sp002713205	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA57	g__UBA57	s__UBA57 sp002713205	0	0
GB_GCA_013378385.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__UBA57 sp013378385	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA57	g__UBA57	s__UBA57 sp013378385	0	0
GB_GCA_022449325.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__UBA57 sp022449325	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA57	g__UBA57	s__UBA57 sp022449325	0	0
GB_GCA_016871995.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__VHBL01;s__VHBL01 sp016871995	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA57	g__VHBL01	s__VHBL01 sp016871995	0	0
GB_GCA_024860875.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__VHBL01;s__VHBL01 sp024860875	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA57	g__VHBL01	s__VHBL01 sp024860875	0	0
GB_GCA_003661605.2	d__Archaea;p__Thermoproteota;c__QMWL01;o__QMWL01;f__QMWL01;g__QMWL01;s__QMWL01 sp003661605	d__Archaea	p__Thermoproteota	c__QMWL01	o__QMWL01	f__QMWL01	g__QMWL01	s__QMWL01 sp003661605	0	0
GB_GCA_021158265.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__EX4484-217-1;f__EX4484-217-1;g__DRYM01;s__DRYM01 sp021158265	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__EX4484-217-1	f__EX4484-217-1	g__DRYM01	s__DRYM01 sp021158265	0	0
GB_GCA_002254745.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__EX4484-217-1;f__EX4484-217-1;g__EX4484-217-1;s__EX4484-217-1 sp002254745	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__EX4484-217-1	f__EX4484-217-1	g__EX4484-217-1	s__EX4484-217-1 sp002254745	0	0
GB_GCA_015661855.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__EX4484-217-1;f__SZUA-1508;g__SZUA-1508;s__SZUA-1508 sp015661855	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__EX4484-217-1	f__SZUA-1508	g__SZUA-1508	s__SZUA-1508 sp015661855	0	0
GB_GCA_003019595.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Marsarchaeales;f__Marsarchaeaceae;g__BE-D;s__BE-D sp003019595	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Marsarchaeales	f__Marsarchaeaceae	g__BE-D	s__BE-D sp003019595	0	0
GB_GCA_003019535.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Marsarchaeales;f__Marsarchaeaceae;g__ECH-B-1;s__ECH-B-1 sp003019535	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Marsarchaeales	f__Marsarchaeaceae	g__ECH-B-1	s__ECH-B-1 sp003019535	0	0
GB_GCA_902812505.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Marsarchaeales;f__Marsarchaeaceae;g__ECH-B-1;s__ECH-B-1 sp902812505	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Marsarchaeales	f__Marsarchaeaceae	g__ECH-B-1	s__ECH-B-1 sp902812505	0	0
GB_GCA_021800035.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Marsarchaeales;f__Marsarchaeaceae;g__JAKAWJ01;s__JAKAWJ01 sp021800035	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Marsarchaeales	f__Marsarchaeaceae	g__JAKAWJ01	s__JAKAWJ01 sp021800035	0	0
GB_GCA_021817005.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Marsarchaeales;f__Marsarchaeaceae;g__JAKAWJ01;s__JAKAWJ01 sp021817005	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Marsarchaeales	f__Marsarchaeaceae	g__JAKAWJ01	s__JAKAWJ01 sp021817005	0	0
GB_GCA_023487445.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Marsarchaeales;f__Marsarchaeaceae;g__JAMDBQ01;s__JAMDBQ01 sp023487445	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Marsarchaeales	f__Marsarchaeaceae	g__JAMDBQ01	s__JAMDBQ01 sp023487445	0	0
GB_GCA_002507085.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Marsarchaeales;f__UBA168;g__UBA168;s__UBA168 sp002507085	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Marsarchaeales	f__UBA168	g__UBA168	s__UBA168 sp002507085	0	0
GB_GCA_011055275.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Marsarchaeales;f__UBA168;g__UBA168;s__UBA168 sp011055275	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Marsarchaeales	f__UBA168	g__UBA168	s__UBA168 sp011055275	0	0
GB_GCA_023256295.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Marsarchaeales;f__UBA168;g__UBA168;s__UBA168 sp023256295	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Marsarchaeales	f__UBA168	g__UBA168	s__UBA168 sp023256295	0	0
GB_GCA_023256375.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Marsarchaeales;f__UBA168;g__UBA168;s__UBA168 sp023256375	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Marsarchaeales	f__UBA168	g__UBA168	s__UBA168 sp023256375	0	0
arch07990	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__;g__;s__Genus species_0617	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__	g__	s__Genus species_0617	0	0
arch07325	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__;g__;s__Genus species_0663	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__	g__	s__Genus species_0663	0	0
arch07993	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__;g__;s__Genus species_0664	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__	g__	s__Genus species_0664	0	0
arch07331	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__;g__;s__Genus species_0704	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__	g__	s__Genus species_0704	0	0
arch07407	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__;s__Genus species_0671	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__	s__Genus species_0671	0	0
arch07334	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__;s__Genus species_0673	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__	s__Genus species_0673	0	0
arch07333	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__;s__Genus species_0676	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__	s__Genus species_0676	0	0
RS_GCF_000144915.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Acidilobus;s__Acidilobus saccharovorans	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__Acidilobus	s__Acidilobus saccharovorans	0	0
GB_GCA_000495735.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Acidilobus;s__Acidilobus sp000495735	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__Acidilobus	s__Acidilobus sp000495735	0	0
GB_GCA_002496425.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Acidilobus;s__Acidilobus sp002496425	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__Acidilobus	s__Acidilobus sp002496425	0	0
RS_GCF_003431325.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Acidilobus;s__Acidilobus sp003431325	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__Acidilobus	s__Acidilobus sp003431325	0	0
RS_GCF_000591035.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Aeropyrum;s__Aeropyrum camini	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__Aeropyrum	s__Aeropyrum camini	0	0
RS_GCF_000011125.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Aeropyrum;s__Aeropyrum pernix	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__Aeropyrum	s__Aeropyrum pernix	0	0
GB_GCA_015521685.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Aeropyrum;s__Aeropyrum sp015521685	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__Aeropyrum	s__Aeropyrum sp015521685	0	0
GB_GCA_015523465.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Aeropyrum;s__Aeropyrum sp015523465	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__Aeropyrum	s__Aeropyrum sp015523465	0	0
RS_GCF_000317795.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Caldisphaera;s__Caldisphaera lagunensis	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__Caldisphaera	s__Caldisphaera lagunensis	0	0
GB_GCA_002506595.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Caldisphaera;s__Caldisphaera sp002506595	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__Caldisphaera	s__Caldisphaera sp002506595	0	0
GB_GCA_002877855.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Caldisphaera;s__Caldisphaera sp002877855	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__Caldisphaera	s__Caldisphaera sp002877855	0	0
GB_GCA_015522625.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Caldisphaera;s__Caldisphaera sp015522625	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__Caldisphaera	s__Caldisphaera sp015522625	0	0
GB_GCA_015523575.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Caldisphaera;s__Caldisphaera sp015523575	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__Caldisphaera	s__Caldisphaera sp015523575	0	0
GB_GCA_023256325.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Caldisphaera;s__Caldisphaera sp023256325	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__Caldisphaera	s__Caldisphaera sp023256325	0	0
GB_GCA_020833325.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__DSZV01;s__DSZV01 sp020833325	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__DSZV01	s__DSZV01 sp020833325	0	0
GB_GCA_025058835.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__DSZV01;s__DSZV01 sp025058835	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__DSZV01	s__DSZV01 sp025058835	0	0
arch07375	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__DSZV01;s__DSZV01 species_0669	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__DSZV01	s__DSZV01 species_0669	0	0
arch07380	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__DSZV01;s__DSZV01 species_0674	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__DSZV01	s__DSZV01 species_0674	0	0
arch07376	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__DSZV01;s__DSZV01 species_0675	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__DSZV01	s__DSZV01 species_0675	0	0
GB_GCA_013152575.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__JAADGB01;s__JAADGB01 sp013152575	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__JAADGB01	s__JAADGB01 sp013152575	0	0
GB_GCA_015521085.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__JAADGB01;s__JAADGB01 sp015521085	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__JAADGB01	s__JAADGB01 sp015521085	0	0
GB_GCA_015521175.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__JAADGB01;s__JAADGB01 sp015521175	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__JAADGB01	s__JAADGB01 sp015521175	0	0
GB_GCA_015523485.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__JAADGB01;s__JAADGB01 sp015523485	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__JAADGB01	s__JAADGB01 sp015523485	0	0
GB_GCA_015523445.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__S012-22;s__S012-22 sp015523445	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__S012-22	s__S012-22 sp015523445	0	0
GB_GCA_015521705.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__S141-84;s__S141-84 sp015521705	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__S141-84	s__S141-84 sp015521705	0	0
GB_GCA_015521205.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__S143-140;s__S143-140 sp015521205	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__S143-140	s__S143-140 sp015521205	0	0
GB_GCA_015521095.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__S143-63;s__S143-63 sp015521095	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__S143-63	s__S143-63 sp015521095	0	0
GB_GCA_015521115.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__S143-63;s__S143-63 sp015521115	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__S143-63	s__S143-63 sp015521115	0	0
GB_GCA_015521185.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__S143-63;s__S143-63 sp015521185	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__S143-63	s__S143-63 sp015521185	0	0
arch07413	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__S143-63;s__S143-63 species_0666	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__S143-63	s__S143-63 species_0666	0	0
arch07412	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__S143-63;s__S143-63 species_0667	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__S143-63	s__S143-63 species_0667	0	0
GB_GCA_015522635.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__WALW01;s__WALW01 sp015522635	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__WALW01	s__WALW01 sp015522635	0	0
GB_GCA_015522645.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__WALW01;s__WALW01 sp015522645	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__WALW01	s__WALW01 sp015522645	0	0
GB_GCA_015520195.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__WAQN01;s__WAQN01 sp015520195	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__WAQN01	s__WAQN01 sp015520195	0	0
arch07424	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__AG1;g__;s__Genus species_0610	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__AG1	g__	s__Genus species_0610	0	0
arch07426	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__AG1;g__;s__Genus species_0611	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__AG1	g__	s__Genus species_0611	0	0
arch07425	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__AG1;g__;s__Genus species_0612	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__AG1	g__	s__Genus species_0612	0	0
arch07429	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__AG1;g__;s__Genus species_0613	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__AG1	g__	s__Genus species_0613	0	0
arch07439	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__AG1;g__;s__Genus species_0677	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__AG1	g__	s__Genus species_0677	0	0
GB_GCA_003116855.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__AG1;g__AG1;s__AG1 sp003116855	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__AG1	g__AG1	s__AG1 sp003116855	0	0
GB_GCA_015521765.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__AG1;g__WANO01;s__WANO01 sp015521765	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__AG1	g__WANO01	s__WANO01 sp015521765	0	0
GB_GCA_009903825.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__AG1;g__WYEN01;s__WYEN01 sp009903825	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__AG1	g__WYEN01	s__WYEN01 sp009903825	0	0
arch07496	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__;s__Genus species_0616	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Desulfurococcaceae	g__	s__Genus species_0616	0	0
arch07453	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__;s__Genus species_0626	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Desulfurococcaceae	g__	s__Genus species_0626	0	0
arch07571	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__;s__Genus species_0628	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Desulfurococcaceae	g__	s__Genus species_0628	0	0
arch07570	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__;s__Genus species_0629	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Desulfurococcaceae	g__	s__Genus species_0629	0	0
arch07509	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__;s__Genus species_0633	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Desulfurococcaceae	g__	s__Genus species_0633	0	0
arch07468	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__;s__Genus species_0681	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Desulfurococcaceae	g__	s__Genus species_0681	0	0
arch07500	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__;s__Genus species_0702	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Desulfurococcaceae	g__	s__Genus species_0702	0	0
arch07463	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__;s__Genus species_0705	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Desulfurococcaceae	g__	s__Genus species_0705	0	0
arch07523	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__;s__Genus species_0855	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Desulfurococcaceae	g__	s__Genus species_0855	0	0
arch07511	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__;s__Genus species_1076	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Desulfurococcaceae	g__	s__Genus species_1076	0	0
RS_GCF_000513855.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__Desulfurococcus;s__Desulfurococcus amylolyticus	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Desulfurococcaceae	g__Desulfurococcus	s__Desulfurococcus amylolyticus	0	0
RS_GCF_000186365.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__Desulfurococcus;s__Desulfurococcus mucosus	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Desulfurococcaceae	g__Desulfurococcus	s__Desulfurococcus mucosus	0	0
arch07471	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__Desulfurococcus;s__Desulfurococcus species_0627	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Desulfurococcaceae	g__Desulfurococcus	s__Desulfurococcus species_0627	0	0
GB_GCA_002254665.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__EX4484-58;s__EX4484-58 sp002254665	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Desulfurococcaceae	g__EX4484-58	s__EX4484-58 sp002254665	0	0
GB_GCA_013154205.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAADCY01;s__JAADCY01 sp013154205	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Desulfurococcaceae	g__JAADCY01	s__JAADCY01 sp013154205	0	0
GB_GCA_015520735.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAADCY01;s__JAADCY01 sp015520735	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Desulfurococcaceae	g__JAADCY01	s__JAADCY01 sp015520735	0	0
arch07491	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAADCY01;s__JAADCY01 species_0837	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Desulfurococcaceae	g__JAADCY01	s__JAADCY01 species_0837	0	0
arch07489	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAADCY01;s__JAADCY01 species_0838	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Desulfurococcaceae	g__JAADCY01	s__JAADCY01 species_0838	0	0
GB_GCA_021163115.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAGGXK01;s__JAGGXK01 sp021163115	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Desulfurococcaceae	g__JAGGXK01	s__JAGGXK01 sp021163115	0	0
GB_GCA_021157925.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JAGHDU01;s__JAGHDU01 sp021157925	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Desulfurococcaceae	g__JAGHDU01	s__JAGHDU01 sp021157925	0	0
